Product ID,Failure Type
L48721,No Failure
L48722,No Failure
L48723,No Failure
L48724,No Failure
M16405,No Failure
L48726,No Failure
L48727,No Failure
M16408,No Failure
L48729,No Failure
L48730,No Failure
L48731,No Failure
L48732,No Failure
L48733,No Failure
M16414,No Failure
L48735,No Failure
H30970,No Failure
L48737,No Failure
M16418,No Failure
L48739,No Failure
M16420,No Failure
L48741,No Failure
L48742,No Failure
L48743,No Failure
M16424,No Failure
L48745,No Failure
M16426,No Failure
L48747,No Failure
L48748,No Failure
M16429,No Failure
L48750,No Failure
L48751,No Failure
L48752,No Failure
L48753,No Failure
L48754,No Failure
L48755,No Failure
L48756,No Failure
L48757,No Failure
L48758,No Failure
L48759,No Failure
M16440,No Failure
M16441,No Failure
H30996,No Failure
L48763,Overstrain Failure
M16444,No Failure
L48765,No Failure
M16446,No Failure
M16447,No Failure
L48768,No Failure
M16449,No Failure
L48770,No Failure
L48771,No Failure
L48772,No Failure
L48773,No Failure
M16454,No Failure
L48775,Overstrain Failure
L48776,No Failure
L48777,No Failure
L48778,No Failure
L48779,No Failure
M16460,No Failure
L48781,No Failure
H31016,No Failure
M16463,No Failure
L48784,No Failure
L48785,No Failure
L48786,No Failure
L48787,No Failure
L48788,No Failure
L48789,No Failure
L48790,No Failure
M16471,No Failure
M16472,No Failure
L48793,No Failure
M16474,No Failure
L48795,No Failure
H31030,No Failure
L48797,No Failure
L48798,No Failure
L48799,No Failure
L48800,No Failure
L48801,No Failure
H31036,No Failure
L48803,No Failure
M16484,No Failure
L48805,No Failure
M16486,No Failure
L48807,No Failure
L48808,No Failure
M16489,No Failure
L48810,No Failure
L48811,No Failure
L48812,No Failure
L48813,No Failure
H31048,No Failure
L48815,No Failure
L48816,No Failure
L48817,No Failure
L48818,No Failure
M16499,No Failure
L48820,No Failure
M16501,No Failure
H31056,No Failure
L48823,No Failure
L48824,No Failure
L48825,No Failure
M16506,No Failure
L48827,No Failure
L48828,No Failure
H31063,No Failure
M16510,No Failure
L48831,No Failure
H31066,No Failure
L48833,No Failure
L48834,No Failure
M16515,No Failure
L48836,No Failure
M16517,No Failure
H31072,No Failure
L48839,No Failure
L48840,No Failure
M16521,No Failure
H31076,No Failure
M16523,No Failure
L48844,No Failure
H31079,No Failure
L48846,No Failure
L48847,No Failure
L48848,No Failure
L48849,No Failure
L48850,No Failure
L48851,No Failure
L48852,No Failure
M16533,No Failure
L48854,No Failure
L48855,No Failure
H31090,No Failure
M16537,No Failure
L48858,No Failure
L48859,No Failure
M16540,No Failure
M16541,No Failure
H31096,Tool Wear Failure
M16543,No Failure
L48864,No Failure
L48865,No Failure
H31100,No Failure
L48867,No Failure
L48868,No Failure
L48869,No Failure
M16550,No Failure
L48871,No Failure
M16552,No Failure
H31107,No Failure
L48874,No Failure
L48875,No Failure
L48876,No Failure
M16557,No Failure
L48878,No Failure
L48879,No Failure
M16560,No Failure
L48881,No Failure
L48882,No Failure
M16563,No Failure
M16564,No Failure
M16565,No Failure
L48886,No Failure
L48887,No Failure
L48888,No Failure
L48889,No Failure
L48890,No Failure
L48891,No Failure
L48892,No Failure
L48893,No Failure
L48894,No Failure
L48895,No Failure
L48896,No Failure
L48897,No Failure
M16578,No Failure
L48899,No Failure
L48900,No Failure
L48901,No Failure
M16582,No Failure
L48903,No Failure
M16584,No Failure
M16585,No Failure
L48906,No Failure
M16587,No Failure
L48908,No Failure
M16589,No Failure
M16590,No Failure
M16591,No Failure
H31146,No Failure
L48913,No Failure
M16594,No Failure
L48915,No Failure
L48916,No Failure
L48917,No Failure
H31152,No Failure
H31153,No Failure
M16600,No Failure
M16601,No Failure
L48922,No Failure
M16603,No Failure
M16604,No Failure
L48925,No Failure
L48926,No Failure
L48927,No Failure
H31162,Random Failures
L48929,No Failure
M16610,No Failure
L48931,No Failure
L48932,No Failure
L48933,No Failure
M16614,No Failure
L48935,No Failure
M16616,No Failure
M16617,No Failure
L48938,No Failure
H31173,No Failure
L48940,No Failure
L48941,No Failure
H31176,No Failure
L48943,Tool Wear Failure
H31178,No Failure
L48945,No Failure
M16626,No Failure
M16627,No Failure
M16628,No Failure
L48949,No Failure
H31184,No Failure
L48951,No Failure
L48952,No Failure
L48953,No Failure
M16634,No Failure
L48955,No Failure
L48956,No Failure
H31191,No Failure
L48958,No Failure
M16639,No Failure
L48960,No Failure
L48961,No Failure
L48962,No Failure
H31197,No Failure
L48964,Power Failure
L48965,No Failure
L48966,No Failure
L48967,No Failure
L48968,No Failure
L48969,Power Failure
L48970,No Failure
L48971,No Failure
M16652,No Failure
L48973,No Failure
M16654,No Failure
M16655,No Failure
H31210,No Failure
M16657,No Failure
M16658,No Failure
M16659,No Failure
M16660,No Failure
M16661,No Failure
H31216,No Failure
L48983,No Failure
L48984,No Failure
H31219,No Failure
H31220,No Failure
L48987,No Failure
L48988,Power Failure
L48989,No Failure
L48990,No Failure
M16671,No Failure
L48992,No Failure
L48993,No Failure
L48994,No Failure
M16675,No Failure
L48996,No Failure
L48997,No Failure
M16678,No Failure
M16679,No Failure
L49000,No Failure
L49001,No Failure
L49002,No Failure
L49003,No Failure
L49004,No Failure
M16685,No Failure
H31240,No Failure
M16687,No Failure
L49008,No Failure
L49009,No Failure
L49010,No Failure
M16691,No Failure
M16692,No Failure
L49013,Overstrain Failure
L49014,No Failure
H31249,No Failure
L49016,No Failure
L49017,No Failure
M16698,No Failure
L49019,No Failure
M16700,No Failure
L49021,No Failure
H31256,No Failure
L49023,No Failure
M16704,No Failure
L49025,No Failure
H31260,No Failure
L49027,No Failure
H31262,No Failure
L49029,No Failure
M16710,No Failure
M16711,No Failure
M16712,No Failure
L49033,No Failure
M16714,No Failure
H31269,No Failure
M16716,No Failure
L49037,No Failure
M16718,No Failure
L49039,No Failure
L49040,No Failure
M16721,No Failure
L49042,No Failure
M16723,No Failure
L49044,No Failure
L49045,No Failure
M16726,No Failure
L49047,No Failure
L49048,No Failure
M16729,No Failure
L49050,No Failure
L49051,No Failure
L49052,No Failure
L49053,No Failure
L49054,No Failure
L49055,No Failure
L49056,No Failure
M16737,No Failure
M16738,No Failure
M16739,No Failure
L49060,No Failure
L49061,No Failure
M16742,No Failure
M16743,No Failure
M16744,No Failure
L49065,No Failure
L49066,No Failure
M16747,No Failure
M16748,No Failure
H31303,No Failure
L49070,No Failure
L49071,No Failure
M16752,No Failure
L49073,No Failure
H31308,No Failure
L49075,No Failure
L49076,No Failure
L49077,No Failure
L49078,No Failure
L49079,No Failure
H31314,No Failure
M16761,No Failure
L49082,No Failure
L49083,No Failure
M16764,No Failure
L49085,No Failure
L49086,No Failure
L49087,No Failure
L49088,No Failure
L49089,No Failure
H31324,No Failure
M16771,No Failure
M16772,No Failure
M16773,No Failure
L49094,No Failure
L49095,No Failure
L49096,No Failure
M16777,No Failure
M16778,No Failure
L49099,No Failure
L49100,No Failure
L49101,No Failure
L49102,No Failure
L49103,No Failure
L49104,No Failure
L49105,No Failure
L49106,No Failure
H31341,No Failure
L49108,No Failure
M16789,No Failure
M16790,No Failure
M16791,No Failure
M16792,No Failure
L49113,No Failure
L49114,No Failure
M16795,No Failure
M16796,No Failure
L49117,No Failure
L49118,No Failure
M16799,No Failure
L49120,No Failure
L49121,No Failure
L49122,No Failure
L49123,No Failure
L49124,No Failure
L49125,No Failure
L49126,No Failure
L49127,No Failure
L49128,No Failure
M16809,No Failure
M16810,No Failure
L49131,No Failure
L49132,No Failure
L49133,No Failure
L49134,No Failure
L49135,No Failure
M16816,No Failure
H31371,No Failure
H31372,No Failure
M16819,No Failure
L49140,No Failure
L49141,No Failure
L49142,No Failure
L49143,No Failure
M16824,No Failure
L49145,No Failure
L49146,No Failure
L49147,No Failure
L49148,No Failure
H31383,No Failure
M16830,No Failure
L49151,No Failure
L49152,No Failure
L49153,No Failure
L49154,No Failure
L49155,No Failure
M16836,No Failure
M16837,No Failure
L49158,No Failure
H31393,No Failure
M16840,No Failure
L49161,No Failure
M16842,No Failure
M16843,No Failure
M16844,No Failure
L49165,No Failure
L49166,No Failure
M16847,No Failure
H31402,No Failure
L49169,No Failure
L49170,No Failure
M16851,No Failure
L49172,No Failure
M16853,No Failure
M16854,No Failure
L49175,No Failure
M16856,Tool Wear Failure
L49177,No Failure
H31412,No Failure
L49179,No Failure
L49180,No Failure
L49181,No Failure
L49182,No Failure
M16863,No Failure
L49184,No Failure
L49185,No Failure
M16866,No Failure
L49187,No Failure
L49188,No Failure
M16869,No Failure
L49190,No Failure
L49191,No Failure
L49192,No Failure
L49193,No Failure
L49194,No Failure
L49195,Power Failure
L49196,No Failure
L49197,No Failure
L49198,No Failure
M16879,No Failure
H31434,No Failure
L49201,No Failure
L49202,No Failure
L49203,No Failure
M16884,No Failure
L49205,No Failure
M16886,No Failure
L49207,No Failure
M16888,No Failure
L49209,No Failure
L49210,No Failure
L49211,No Failure
L49212,No Failure
H31447,No Failure
M16894,No Failure
M16895,No Failure
L49216,No Failure
H31451,No Failure
L49218,No Failure
M16899,No Failure
L49220,No Failure
L49221,No Failure
M16902,No Failure
M16903,No Failure
L49224,No Failure
M16905,No Failure
L49226,No Failure
L49227,No Failure
L49228,No Failure
M16909,No Failure
M16910,No Failure
M16911,No Failure
L49232,No Failure
L49233,No Failure
M16914,No Failure
L49235,No Failure
L49236,No Failure
L49237,No Failure
M16918,No Failure
H31473,No Failure
L49240,No Failure
L49241,No Failure
M16922,No Failure
L49243,No Failure
L49244,No Failure
L49245,No Failure
L49246,No Failure
L49247,No Failure
M16928,No Failure
H31483,No Failure
L49250,No Failure
M16931,No Failure
L49252,Random Failures
L49253,No Failure
L49254,No Failure
L49255,Overstrain Failure
L49256,No Failure
L49257,No Failure
M16938,No Failure
M16939,No Failure
L49260,No Failure
M16941,No Failure
H31496,No Failure
H31497,No Failure
L49264,No Failure
L49265,No Failure
H31500,No Failure
L49267,No Failure
L49268,No Failure
L49269,No Failure
L49270,No Failure
L49271,No Failure
L49272,No Failure
L49273,No Failure
L49274,No Failure
L49275,No Failure
M16956,No Failure
M16957,No Failure
L49278,No Failure
L49279,No Failure
M16960,No Failure
L49281,No Failure
L49282,No Failure
M16963,No Failure
M16964,No Failure
L49285,No Failure
L49286,No Failure
M16967,No Failure
H31522,No Failure
M16969,No Failure
H31524,No Failure
L49291,No Failure
L49292,No Failure
L49293,No Failure
H31528,No Failure
L49295,No Failure
M16976,No Failure
H31531,No Failure
H31532,No Failure
M16979,No Failure
H31534,No Failure
M16981,No Failure
M16982,No Failure
L49303,No Failure
L49304,No Failure
L49305,Power Failure
L49306,No Failure
H31541,No Failure
L49308,No Failure
H31543,No Failure
L49310,No Failure
L49311,No Failure
L49312,No Failure
H31547,No Failure
L49314,No Failure
L49315,No Failure
L49316,No Failure
L49317,No Failure
L49318,No Failure
L49319,No Failure
L49320,No Failure
M17001,No Failure
L49322,No Failure
M17003,No Failure
L49324,No Failure
L49325,No Failure
L49326,No Failure
L49327,No Failure
L49328,No Failure
L49329,No Failure
H31564,No Failure
M17011,No Failure
M17012,No Failure
H31567,No Failure
M17014,No Failure
L49335,No Failure
M17016,No Failure
M17017,No Failure
M17018,No Failure
M17019,No Failure
L49340,No Failure
L49341,No Failure
L49342,No Failure
L49343,No Failure
L49344,No Failure
L49345,No Failure
M17026,Tool Wear Failure
H31581,No Failure
M17028,No Failure
L49349,No Failure
M17030,No Failure
L49351,No Failure
L49352,No Failure
M17033,No Failure
L49354,No Failure
M17035,No Failure
M17036,No Failure
M17037,No Failure
L49358,No Failure
L49359,No Failure
H31594,No Failure
H31595,No Failure
M17042,No Failure
M17043,No Failure
L49364,No Failure
L49365,No Failure
L49366,No Failure
M17047,No Failure
L49368,No Failure
H31603,No Failure
M17050,No Failure
L49371,No Failure
L49372,No Failure
M17053,No Failure
M17054,No Failure
L49375,No Failure
M17056,No Failure
L49377,No Failure
M17058,No Failure
M17059,No Failure
L49380,No Failure
L49381,No Failure
M17062,No Failure
L49383,No Failure
M17064,No Failure
L49385,No Failure
L49386,No Failure
L49387,No Failure
H31622,No Failure
L49389,No Failure
L49390,No Failure
M17071,No Failure
L49392,No Failure
L49393,No Failure
H31628,No Failure
H31629,No Failure
L49396,No Failure
L49397,No Failure
L49398,No Failure
M17079,No Failure
M17080,No Failure
L49401,No Failure
L49402,No Failure
L49403,No Failure
M17084,No Failure
M17085,No Failure
M17086,No Failure
L49407,No Failure
H31642,No Failure
L49409,No Failure
L49410,No Failure
L49411,No Failure
L49412,No Failure
L49413,Power Failure
L49414,No Failure
M17095,No Failure
M17096,No Failure
L49417,No Failure
L49418,No Failure
L49419,No Failure
L49420,No Failure
L49421,No Failure
L49422,No Failure
L49423,No Failure
M17104,Tool Wear Failure
M17105,No Failure
L49426,No Failure
M17107,No Failure
M17108,No Failure
L49429,No Failure
M17110,No Failure
H31665,No Failure
H31666,No Failure
L49433,No Failure
L49434,No Failure
L49435,No Failure
L49436,No Failure
L49437,No Failure
L49438,No Failure
L49439,No Failure
H31674,No Failure
M17121,No Failure
L49442,No Failure
M17123,No Failure
M17124,No Failure
M17125,No Failure
L49446,No Failure
L49447,No Failure
L49448,No Failure
L49449,No Failure
L49450,No Failure
L49451,No Failure
M17132,No Failure
L49453,No Failure
L49454,No Failure
L49455,No Failure
L49456,No Failure
H31691,No Failure
M17138,No Failure
L49459,No Failure
L49460,No Failure
L49461,No Failure
L49462,No Failure
L49463,No Failure
L49464,No Failure
L49465,No Failure
M17146,No Failure
L49467,No Failure
M17148,No Failure
L49469,No Failure
M17150,No Failure
M17151,No Failure
L49472,No Failure
L49473,No Failure
L49474,No Failure
L49475,No Failure
L49476,No Failure
L49477,No Failure
L49478,No Failure
L49479,Power Failure
L49480,No Failure
M17161,No Failure
L49482,No Failure
L49483,No Failure
L49484,No Failure
H31719,No Failure
L49486,No Failure
H31721,No Failure
L49488,No Failure
L49489,No Failure
M17170,No Failure
M17171,No Failure
M17172,No Failure
M17173,No Failure
L49494,No Failure
L49495,No Failure
L49496,No Failure
L49497,No Failure
L49498,No Failure
M17179,No Failure
H31734,No Failure
M17181,No Failure
L49502,No Failure
M17183,No Failure
L49504,No Failure
L49505,No Failure
M17186,No Failure
M17187,No Failure
L49508,No Failure
L49509,No Failure
M17190,No Failure
L49511,Overstrain Failure
L49512,Overstrain Failure
L49513,No Failure
L49514,No Failure
L49515,No Failure
L49516,No Failure
L49517,No Failure
L49518,No Failure
L49519,No Failure
L49520,No Failure
L49521,No Failure
M17202,No Failure
L49523,No Failure
M17204,No Failure
L49525,No Failure
L49526,No Failure
L49527,No Failure
L49528,No Failure
M17209,No Failure
